"date","flow"
2016-01-08,44.0714285714286
2016-01-15,40.3000003269741
2016-01-22,36.9000015258789
2016-01-29,37.6142861502511
2016-02-08,58.1142850603376
2016-02-15,70.7142846243722
2016-02-22,74.9714300973075
2016-02-29,68.2142868041992
2016-03-08,57.1142856052944
2016-03-15,54.3571428571429
2016-03-22,55.2285712105887
2016-03-29,50.9142864772252
2016-04-08,48.1857141767229
2016-04-15,64.8285713195801
2016-04-22,66.1714270455497
2016-04-29,63.757143838065
2016-05-08,64.5857135227748
2016-05-15,48.8142852783203
2016-05-22,42.0142849513463
2016-05-29,35.7857137407575
2016-06-08,33.7000002179827
2016-06-15,28.8285715920585
2016-06-22,23.8285713195801
2016-06-29,19.400000163487
2016-07-08,15.7999997820173
2016-07-15,13.6714286804199
2016-07-22,11.9142857960292
2016-07-29,10.5714287076678
2016-08-08,9.5971429007394
2016-08-15,9.03857135772705
2016-08-22,8.36142866952079
2016-08-29,8.24142864772252
2016-09-08,8.76142856052944
2016-09-15,8.91428565979004
2016-09-22,9.0757143838065
2016-09-29,9.23285702296666
2016-10-08,9.26142856052944
2016-10-15,9.5757143838065
2016-10-22,10.2028571537563
2016-10-29,11.4714287349156
2016-11-08,15.8428572246007
2016-11-15,15.7714285169329
2016-11-22,19.0428573063442
2016-11-29,22.1428571428571
2016-12-08,25.1142858777727
2016-12-15,29.7285712105887
2016-12-22,31.871429170881
2016-12-29,34.7999997820173
2017-01-08,35.014285496303
2017-01-15,35.7428567068917
2017-01-22,37.8857143947056
2017-01-29,39.5714285714286
2017-02-08,37
2017-02-15,34.3999998910086
2017-02-22,32.9428563799177
2017-03-01,37.8857149396624
2017-03-08,48.0285720825195
2017-03-15,48.785714830671
2017-03-22,49.3142852783203
2017-03-29,50.8714288984026
2017-04-08,45.7571432931083
2017-04-15,39.9285714285714
2017-04-22,39.2857137407575
2017-04-29,41.6571431841169
2017-05-08,43.2857142857143
2017-05-15,37.6714292253767
2017-05-22,31.2999997820173
2017-05-29,25.0142857687814
2017-06-08,19.400000163487
2017-06-15,17.4714287349156
2017-06-22,15.3142856870379
2017-06-29,13.7285716193063
2017-07-08,11.9142857960292
2017-07-15,10.8285714558193
2017-07-22,9.74285725184849
2017-07-29,8.52999986921038
2017-08-08,8.17857142857143
2017-08-15,7.60857139314924
2017-08-22,9.278571333204
2017-08-29,10.0271427971976
2017-09-08,15.5714289801461
2017-09-15,21.3571428571429
2017-09-22,26.6428568703788
2017-09-29,28.6714286804199
2017-10-08,27.3999998910087
2017-10-15,32.7285712105887
2017-10-22,49.3142863682338
2017-10-29,58.9142859322684
2017-11-08,57.0142860412598
2017-11-15,54.6857147216797
2017-11-22,57.8999998910086
2017-11-29,72.2142868041992
2017-12-08,98.457143511091
2017-12-15,97.9428569248744
2017-12-22,87.6571426391602
2017-12-29,83.9571424211775
2018-01-08,103.15714263916
2018-01-15,92.6000017438616
2018-01-22,75.2714276994978
2018-01-29,70.8428562709263
2018-02-08,81.1857158115932
2018-02-15,68.6857141767229
2018-02-22,57.2142857142857
2018-03-01,48.4857150486537
2018-03-08,41.985714503697
2018-03-15,37.8285718645368
2018-03-22,34.5428570338658
2018-03-29,35.3571434020996
2018-04-08,40.8857143947056
2018-04-15,64.7857137407575
2018-04-22,83.3857149396624
2018-04-29,99.2285723005022
2018-05-08,91.2428556169782
2018-05-15,69.1428576878139
2018-05-22,48.4428569248744
2018-05-29,33.7571430206299
2018-06-08,22.0714285714286
2018-06-15,17.5428573063442
2018-06-22,15.5285715375628
2018-06-29,13.5428570338658
2018-07-08,10.7857142857143
2018-07-15,9.19857147761754
2018-07-22,7.85714285714286
2018-07-29,6.83999994822911
2018-08-08,6.55714287076678
2018-08-15,6.60142850875854
2018-08-22,5.93571424484253
2018-08-29,5.8471429007394
2018-09-08,5.70285708563668
2018-09-15,6.25142853600638
2018-09-22,6.40857137952532
2018-09-29,8.2228570665632
2018-10-08,10.2999997820173
2018-10-15,10.91428565979
2018-10-22,11.0142857687814
2018-10-29,12.08571434021
2018-11-08,14.3857143947056
2018-11-15,15.6714285441807
2018-11-22,16.4857142312186
2018-11-29,16.9285711560931
2018-12-08,20.5142857687814
2018-12-15,28.1142856052944
2018-12-22,30.5
2018-12-29,31.2428567068917
2019-01-08,32.2000002179827
2019-01-15,34.3428573608398
2019-01-22,33.2285712105887
2019-01-29,31.3714286259242
2019-02-08,30.0714282989502
2019-02-15,41.7142859867641
2019-02-22,62.985714503697
2019-03-01,67.8428584507534
2019-03-08,69.5857140677316
2019-03-15,78.8285718645368
2019-03-22,91.014285496303
2019-03-29,103
2019-04-08,85.9285714285714
2019-04-15,66.0428570338658
2019-04-22,49.2857142857143
2019-04-29,36.5857140677316
2019-05-08,28.1000001089913
2019-05-15,24
2019-05-22,20.9571426936558
2019-05-29,20.1857144492013
2019-06-08,17.8285713195801
2019-06-15,18.0285712650844
2019-06-22,19.7142859867641
2019-06-29,19.7857145581927
2019-07-08,17.4285711560931
2019-07-15,15.5999999727522
2019-07-22,14.6714286804199
2019-07-29,12.1857143129621
2019-08-08,9.93000003269741
2019-08-15,9.42428588867188
2019-08-22,9.05142852238246
2019-08-29,9.5271429334368
2019-09-08,13.7285713468279
2019-09-15,17.4714284624372
2019-09-22,23.9857142312186
2019-09-29,27.1714286804199
2019-10-08,28.4285717010498
2019-10-15,30.1285716465541
2019-10-22,55.4571424211775
2019-10-29,84.6000006539481
2019-11-08,80.2571432931083
2019-11-15,66.6571415492466
2019-11-22,73.6571426391602
2019-11-29,94.9000004359654
