"A2","Arboga","Ballsta","Brobacken","Enkoping","Eskilstuna","Fyris","Hedstrommen","Kolback","Koping","Lovsta","Marsta","Orsund","Oxund","Racksta","Sagan","Sava","Svart","north","west","wind_speed","wind_dir","precip"
77.778809027955,68.4948370797294,0.694623717239925,0.391796482460839,2.13982582092285,39.7661181858608,11.3856792449951,15.9772525514875,30.3584112439837,3.60777112415859,1.65079237733568,0.958577564784459,8.5398291179112,3.39286184310913,2.99645532880511,9.72926705224173,1.94316783973149,5.38109391076224,27.8709079878671,163.585484095982,2.94453833342664,159.853048366585,2.95128491951876e-05
137.393995951302,90.9200025285993,1.16420914445605,0.694134801626205,4.78978528295244,50.5330113002232,27.4847799028669,26.4381948198591,40.1694510323661,7.10074302128383,2.91459013734545,1.82798555919102,18.9810131617955,4.05456726891654,4.22852345875331,20.9474729810442,5.30524465015956,12.0416743414743,60.568180680275,227.203077043806,5.32095699993714,232.218275673994,3.32253474497708e-05
136.509413967632,116.396802629743,0.975703878062112,0.614351370504924,3.55172974722726,56.7544724600656,27.756169455392,29.621068409511,57.6715959821429,6.97304821014404,2.76616474560329,1.52290506022317,15.9603447232928,5.18282386234828,4.45869748932975,17.5632886886597,3.93488706861223,11.87441607884,57.1232949154718,279.291403770447,4.26646357086432,303.107383011671,1.56846917960271e-05
140.527146135957,95.2752118791853,0.47839874454907,0.287972901548658,1.45515348230089,52.6953680855887,19.4454250335693,20.3955563136509,51.4925291878836,4.3614456312997,1.56131616660527,0.698171760354723,8.19307470321655,4.58109644481114,3.19570183753967,8.88272564751761,1.7483309166772,10.4103988919939,36.2274150252342,234.630509989602,3.3926756102298,297.132789693803,7.48718527660901e-06
114.105715111405,72.2245886666434,0.385957317692893,0.20131113912378,1.14800433601652,47.1946629115513,15.6214814867292,15.7900823865618,43.2335319519043,3.38315463066101,1.2276131766183,0.57285452740533,6.07556670052665,3.58886596134731,2.59833128111703,6.75463744572231,1.36338014262063,8.99545914786203,28.4497619952474,190.821479695184,3.91808546482264,255.828755040878,7.93340394648942e-05
77.3214672577424,62.6338975088937,0.701240748167038,0.391626560262271,1.75339118071965,44.6930672781808,20.7075106757028,14.0269058772496,37.7778821672712,3.62849940572466,1.84933936595917,1.05201996224267,7.9874689919608,3.25616540227618,2.62647189412798,10.2471767153059,2.70867586135864,9.17709929602487,37.5611802595003,171.937351533345,4.11168164720554,262.976993936661,2.13638385035916e-05
108.326518228012,59.8519009181431,0.491816546235766,0.365240624972752,1.49302181175777,38.4889689854213,22.6756123134068,14.0273448399135,37.1685197012765,3.96222468784877,2.2868413243975,1.21370095866067,8.20952463150024,3.64442259924752,2.42043464524405,11.0286372048514,2.20604206834521,8.63158239637102,40.2361438955579,162.130541528974,4.21842767772545,241.821431923098,2.20735892072495e-05
49.0460440191667,55.2444850376674,0.256180237446512,0.177392870187759,0.760705649852753,33.6440070016044,17.0422898701259,12.920366695949,37.4251027788435,3.11031549317496,1.45786992141179,0.640711005244936,5.37409394127982,3.33301929065159,1.88514481272016,6.59335395268032,1.09817572150912,7.48707348959787,28.9461597502232,149.831350496837,1.789842678855,285.634018345029,3.46488426311392e-06
115.094217682667,55.8118144444057,0.374673892344747,0.242573725325721,1.50602583374296,35.2199559892927,17.0182606833322,13.6883995873587,38.0909293038504,4.07339351517814,1.61878417219434,0.851676089423043,6.10110514504569,2.85075225148882,2.05483072144645,9.52362026487078,1.57388360159738,8.56333684921265,30.0144619430815,155.447829689298,4.70714848712313,226.079735012773,8.54359556832389e-05
86.7230487421762,71.4341376168387,0.804037008966718,0.480726544346128,3.23875090054103,42.4733826773507,26.225182397025,19.5450060708182,46.2848254612514,6.06569514955793,2.83869576454163,1.62315518515451,14.1118371146066,3.43242365973336,2.90291980334691,19.4456511906215,3.47822444779532,11.499318259103,51.7095185688564,197.30236523492,4.82358182184191,262.564037671954,9.74446637303374e-05
