date,flow
2000-01-06,36.0865101660004
2000-01-13,16.3047376876614
2000-01-20,33.8185333248206
2000-01-27,2.76594053634382
2000-02-03,-3.325542670513
2000-02-10,46.8592078000585
2000-02-17,6.2638374695849
2000-02-24,37.4211211053087
2000-03-02,-10.0917009130755
2000-03-09,82.7249610863337
2000-03-16,89.3308189083467
2000-03-23,76.6248046934894
2000-03-30,21.2024358345753
2000-04-06,-6.33253651173772
2000-04-13,28.3835540855246
2000-04-20,-41.8873282781075
2000-04-27,0.729066795328285
2000-05-04,6.14710841636052
2000-05-11,28.8206951374158
2000-05-18,21.0453007248159
2000-05-25,7.53481692273986
2000-06-01,5.50144688141904
2000-06-08,33.7319938572807
2000-06-15,2.10207723239492
2000-06-22,17.3093048542119
2000-06-29,13.7568153859727
2000-07-06,8.83253101248895
2000-07-13,13.728082611164
2000-07-20,8.66030092429585
2000-07-27,59.2794890824627
2000-08-03,51.9087953066584
2000-08-10,12.8772293384133
2000-08-17,22.6803561757752
2000-08-24,3.45617609620421
2000-08-31,9.3663598423548
2000-09-07,28.4228520194794
2000-09-14,3.86814803920135
2000-09-21,-28.4450346423208
2000-09-28,-29.2931126414728
2000-10-05,-72.9412150764741
2000-10-12,-115.56370735607
2000-10-19,-66.6737690435898
2000-10-26,-62.4109176807095
2000-11-02,-51.0015913296751
2000-11-09,-79.7040888840946
2000-11-16,-28.5679298643578
2000-11-23,-60.3577367644641
2000-11-30,-7.29791486281939
2000-12-07,23.7552926852055
2000-12-14,-29.9831641398172
2000-12-21,26.037130653472
2000-12-28,67.3010104599895
2001-01-04,-7.54261025479498
2001-01-11,6.95061195497735
2001-01-18,100.82339220094
2001-01-25,-17.5579435805419
2001-02-01,47.8135554449882
2001-02-08,-3.68369624037627
2001-02-15,27.9082242638781
2001-02-22,104.421164801368
2001-03-01,16.7329974198416
2001-03-08,59.7037002976345
2001-03-15,-27.5307724840537
2001-03-22,61.0342706028228
2001-03-29,27.8459709193237
2001-04-05,-23.3278549397961
2001-04-12,-24.5608560596933
2001-04-19,63.3602409730726
2001-04-26,26.752475368179
2001-05-03,10.7836562884192
2001-05-10,52.9257345701855
2001-05-17,19.5360648826068
2001-05-24,27.349495770496
2001-05-31,11.2124634507897
2001-06-07,-2.25048401544039
2001-06-14,6.79835741336894
2001-06-21,4.84311197955986
2001-06-28,3.01570435381104
2001-07-05,-2.39842880451424
2001-07-12,18.3571733589918
2001-07-19,-0.368716797041023
2001-07-26,-5.66693187473212
2001-08-02,-8.83634543595913
2001-08-09,4.28478135019843
2001-08-16,-5.01803185957685
2001-08-23,6.07362082342928
2001-08-30,11.8986423408662
2001-09-06,19.6258813140445
2001-09-13,6.57141353234443
2001-09-20,2.31374642357779
2001-09-27,49.0544092412577
2001-10-04,9.43287988480831
2001-10-11,-35.0506250436828
2001-10-18,12.0531700920458
2001-10-25,5.22852375448761
2001-11-01,-43.6267266611024
2001-11-08,66.7138313970865
2001-11-15,83.0515486721485
2001-11-22,88.0382102832835
2001-11-29,-13.9242078318779
2001-12-06,-117.723899811653
2001-12-13,13.5939961059134
2001-12-20,103.537791319612
2001-12-27,48.9093591072166
2002-01-03,-7.92358900257744
2002-01-10,-62.6401553446055
2002-01-17,17.6043993445941
2002-01-24,-13.9318670280913
2002-01-31,31.8728452987665
2002-02-07,-22.8920547407007
2002-02-14,58.9411925087031
2002-02-21,100.31145374373
2002-02-28,7.25923213420165
2002-03-07,45.0755510273107
2002-03-14,86.7708696878429
2002-03-21,-6.20998764628902
2002-03-28,97.6775826537117
2002-04-04,31.343720194389
2002-04-11,4.93196291487289
2002-04-18,7.17748933280495
2002-04-25,23.6866211287093
2002-05-02,-80.043279075407
2002-05-09,61.9893718059672
2002-05-16,31.5902336490327
2002-05-23,-10.1505062935659
2002-05-30,43.7695889768494
2002-06-06,-1.28296905998092
2002-06-13,20.7228558566065
2002-06-20,-26.4728334187595
2002-06-27,-2.78675725333833
2002-07-04,5.2166208983939
2002-07-11,17.5353400056749
2002-07-18,-3.76719502964914
2002-07-25,10.6382007855519
2002-08-01,29.4326723393648
2002-08-08,2.53518762139892
2002-08-15,25.4283076766757
2002-08-22,-4.2061830455767
2002-08-29,4.54981600817349
2002-09-05,-20.2533889884204
2002-09-12,25.5328421191153
2002-09-19,37.339058133342
2002-09-26,30.8885348005123
2002-10-03,26.1287244888243
2002-10-10,52.1384061599073
2002-10-17,-27.0865656435323
2002-10-24,-59.0060159080772
2002-10-31,-23.2648045746732
2002-11-07,16.7546332391433
2002-11-14,2.37418623902649
2002-11-21,24.6610360288092
2002-11-28,7.08688646968471
2002-12-05,-77.4592520428977
2002-12-12,24.3836253544242
2002-12-19,29.3408598298025
2002-12-26,-6.67477634365831
2003-01-02,-11.1078719674424
2003-01-09,-0.461746301393429
2003-01-16,-6.78940925488089
2003-01-23,-13.0431286870975
2003-01-30,11.7918268798162
2003-02-06,7.40021884742522
2003-02-13,11.4882275759341
2003-02-20,50.644287493486
2003-02-27,20.66672791032
2003-03-06,-25.9369961628887
2003-03-13,-21.6983304195943
2003-03-20,76.1473948412638
2003-03-27,43.8182821770662
2003-04-03,-24.9829968613594
2003-04-10,133.469390873147
2003-04-17,-11.903733838429
2003-04-24,30.2319607630694
2003-05-01,-32.6001427332055
2003-05-08,23.0931205728835
2003-05-15,27.4054408270756
2003-05-22,13.4095888043099
2003-05-29,8.85897248579822
2003-06-05,15.1444754782329
2003-06-12,-7.19442500998243
2003-06-19,9.1908718037619
2003-06-26,30.6445934318355
2003-07-03,24.527073986345
2003-07-10,10.878789246985
2003-07-17,9.47676267034996
2003-07-24,14.1111633590013
2003-07-31,13.6643215581345
2003-08-07,-19.6376901256794
2003-08-14,15.9711162049721
2003-08-21,4.62737429038243
2003-08-28,23.7180949114535
2003-09-04,21.5750854835892
2003-09-11,-0.479490192273873
2003-09-18,23.9369072267831
2003-09-25,-6.97364935717177
2003-10-02,9.61359876775429
2003-10-09,-28.7933811692421
2003-10-16,63.5392442954401
2003-10-23,18.8122518670026
2003-10-30,41.5657215830006
2003-11-06,-78.9276376342237
2003-11-13,-40.5032532460213
2003-11-20,-38.3429810378322
2003-11-27,-20.8103479965071
2003-12-04,-47.8856567261006
2003-12-11,88.7234821822182
2003-12-18,57.8272835516897
2003-12-25,70.7006796653729
2004-01-01,34.387791964429
2004-01-08,41.3303066595495
2004-01-15,36.7683290315972
2004-01-22,26.7230536899852
2004-01-29,1.99991205473877
2004-02-05,10.5327268580323
2004-02-12,47.936255480823
2004-02-19,58.6046062581501
2004-02-26,16.1631919849721
2004-03-04,58.268446791589
2004-03-11,48.1842769158003
2004-03-18,-35.2628523886552
2004-03-25,29.9980730512759
2004-04-01,62.4991854165403
2004-04-08,-46.757179593954
2004-04-15,51.6446967439895
2004-04-22,-32.2533198954389
2004-04-29,2.25974968836829
2004-05-06,-5.28832909693992
2004-05-13,46.1467489533614
2004-05-20,-0.243320086691771
2004-05-27,13.0833611744756
2004-06-03,13.3218922088281
2004-06-10,4.26475651152696
2004-06-17,4.16587300808288
2004-06-24,-4.01889210890862
2004-07-01,12.5278209467429
2004-07-08,-6.38296078391644
2004-07-15,19.7319481420392
2004-07-22,-11.5275881146168
2004-07-29,11.6528210549601
2004-08-05,11.1782030305116
2004-08-12,11.6991802563872
2004-08-19,5.19531332814788
2004-08-26,6.22200781177287
2004-09-02,6.88715004091632
2004-09-09,31.0262573840641
2004-09-16,-45.213432255161
2004-09-23,-18.2009640950417
2004-09-30,42.4108037366009
2004-10-07,-44.2668311423926
2004-10-14,19.9981066209423
2004-10-21,-60.7416093123788
2004-10-28,-60.2117659437502
2004-11-04,-26.2162379656632
2004-11-11,-34.8828889998984
2004-11-18,47.5931465031147
2004-11-25,49.4597850285308
2004-12-02,26.1773171744954
2004-12-09,82.3286382053627
2004-12-16,47.2219269821709
2004-12-23,13.1036868285534
2004-12-30,34.9095037909721
2005-01-06,51.4353180965493
2005-01-13,48.798195386793
2005-01-20,8.12254377611328
2005-01-27,52.42867839252
2005-02-03,26.6260826188285
2005-02-10,-43.4914573428025
2005-02-17,14.1783272068726
2005-02-24,7.51060162390015
2005-03-03,47.8003467013189
2005-03-10,39.0876422176478
2005-03-17,-12.1631641354603
2005-03-24,68.1477116538353
2005-03-31,14.0981375935056
